company,address,city,telephone,type,description
PT.SURRAMA TRIDAYA MANDIRI,"Citi Square Business Park Blok E No. 6 Jl. Peta Selatan RT 010 RW 001, Kalidere",Jakarta Barat • DKI Jakarta,+622122520556/6287885720277,bahan-bangunan,"PT. Surrama Tridaya Mandiri adalah perusahaan yang bergerak dalam bidang usaha importir , distributor alat-alat instrument : flowmeter, gas detector, control valve, safety valve, pressure reducing valve, dll"
Graha Mulia Teknik,"Graha Mulia Teknik📍 Jl. Raya Medokan no 12, Surabaya 60111Tirta Graha Mulia📍 Jl. Kendangsari H/27, Surabaya 60292",Surabaya • Jawa Timur,0318411228,bahan-bangunan,"Spesialis bengkel teknik dengan berbekal pengalaman sejak 2004. Melayani jasa bubut, grinding, milling, EDM, CNC untuk berbagai jenis matras. Seperti matras mesin injeksi plastik, matras mesin plong dan berbagai jenis mesin hidrolis. Yang didukung dengan tenaga berpengalaman, mesin yang lengkap, garansi hasil kerja serta harga yang terjangkau."
PT. GENTA ABADI WIBAWA ESA,Jl. Kelapa Nias 8 PA 22 No.8 - Kelapa Gading,Jakarta Utara • DKI Jakarta,02145846823,bahan-bangunan,"PT. GENTA ABADI WIBAWA ESA menerima Jasa Bending Besi Profile, Siku, H-beam & Pipa. Kami menerima jasa pengerolan untuk plat (ss, hardox, dll ), Kami juga menerima jasa pembuatan bodem & menerima jasa bubutan, machining, fabrikasi.
Harga yg kami berikan sangat kompetitif, harga bagus. Silahkan kunjungi website kami di : www.gentaabadi.com"
Surabaya Cool,"Jl. Wiguna Tengah IX No. 25, Gunung Anyar, Surabaya",Surabaya • Jawa Timur,03187853953,bahan-bangunan,"CV. Surabaya Cool adalah global supplier untuk produk tube cleaning systems, industrial vacuums, cooling tower maintenance systems, dry steam sanitation solutions, descaling systems, coil cleaning products, hose & pipe cleaning systems, dan lain-lainSurabaya Cool berdiri sejak 2010 sebagai authorized distributor dari GOODWAY USA."
CV. AIR MAS,JL. Pejagalan I no. 55 RT 013 RW 003 Pekojan Tambora Jakarta0811918080 0811915050 081311178080,Jakarta • DKI Jakarta,02169837055/0216902427/0811918080/0811915050/081311178080,bahan-bangunan,"CV. AIR MAS  merupakan perusahaan dagang, importir, dan supplier untuk kebutuhan Industri, distributor pressure gauge di Jakarta, dan juga menjual valve marine murah, fitting, thermometer, electrode, dan packing gasket di Jakarta dengan harga kompetitif namun berkualitas tinggi. instrument, spare part boiler dan pneumatic."
PT RAZ ENERGI INDONESIA,"Jl. Bukit Cinere Raya Dalam Kav. 7 No. 7 Kelurahan Gandul, Kecamatan Cinere, Depok - Jawa Barat 16512",Bekasi • Jawa Barat,+622127090535,bahan-bangunan,"PT RAZ ENERGI INDONESIAWe are an ENGINEERING - TRADING - CONSTRUCTION COMPANYOur Specialization are Instrument Control Electronics System ( ICE-System ), Mechanical - Electrical, Security System, Integration Data Center, Industrial Automation System, Co"
CV Tamtari Indonesia,"Jl. Arjuna Utara no. 9H, RT8/RW1Duri kepa, kebon jeruk Jakarta barat, ",Jakarta Barat • DKI Jakarta,08118801020,bahan-bangunan,"Tamtari Indonesia mengerjakan produk spesialist stainless steel industri, office, corporate dan rumah tangga diantaranya meja stainless steel, kursi stainless steel, rak stainless steel, kitchen set stainless steel, cabinet stainless steel, trolly stainless steel, box stainless steel, tanki stainles"
PT. Bintang Makmur Wiramandiri,Jl. Raya Setu No.147 Cibitung Bekasi,Bekasi • Jawa Barat,081317589536,bahan-bangunan,"PT. BINTANG MAKMUR WIRAMANDIRI
Pilihan Tepat Profesional di bidang General Kontraktor
1. Jasa Pabrikasi
2. Jasa Renov/New Building
3. Sparepart Maintenance Mesin/Maintenance Office"
PT.MULTI INDOJAYA MAKMUR,"JL. Raya Cikeas Bojongnangka Kp.Tlajung Rt.003 Rw.011 No.40, Desa Cikeas Udik,Kecamatan Gunung Putri",Bogor • Jawa Barat,+62218671777/08129107035,bahan-bangunan,"Specialised in: Pass Box, Air Shower, Ribbon Mixer, Scrub Sink Automatis, Conveyor: belt, bucket, spiral, curve, modular, wiremesh, table top chains. Storage tank, double jacket tank, mixing tank, alat-alat dan mesin-mesin dari stainless 316 dan 304. kebutuhan untuk rumah sakit dari bahan stainle"
CV MITRA WINA,"SURABAYA•	Jln. Dukuh Kupang XXII No.9, Dukuh Kupang, Kec. Dukuhpakis, Kota SurabayaPhone : 081-1161-226 | 031-5682220BEKASI•	Jln.  Baru Cipendawa RT. 006 / 04 No 189, Bojong Menteng, Kota BekasiPhone : 0811-96-1898 | 021-82409873 MAKASSAR•	Jln. Paccerakkang / 175 A. Daya Kel. Paccerakkang Kec. Biringkanaya, Kota MakassarPhone : 0852-2718-4218 | Fax : 0411-513526BANDUNG•	Jln.  Cipedas Tengah No. 68 Kelurahan Suka Galih, Kecamatan Sukajad, Kota BandungPhone : 022-7238486","Surabaya , Bekasi , Bandung , Makassar • ",+62315682220,bahan-bangunan,"Kami merupakan Distributor Pintu besi, Sliding, Foolding Door Track dan Stay, Rel dan Komponen Pintu Garasi, Pintu rumah, Penyekat Ruangan dengan System Pintu Lipat atau Dorong."
PT. Indonesia Bersih Rapi,Jl. Daan Mogot KM19 Smart Market Daan Mogot Blok B Nomor 05,Jakarta Barat • DKI Jakarta,02155784221/02155727053/08128998071/08111833992/08118457755,bahan-bangunan,"""PRAKATA""PT. INDONESIA BERSIH RAPI,  merupakan perusahaan perseroan terbatas, bergerak dalam Jasa perawatan taman, jasa kebersihan, dan jasa office boy/girl didirikan pada tahun 2019 yang sebelumnya bernama C. JAYA SANTIKAH yang didirikan pada tahn 1997 di JAWA TIMUR.AREA PERA"
PT. Chemindo - NTIA,"Jl. Pakis Raya no 88 BH, Bojong Indah- Jakarta Barat",Jakarta Barat • DKI Jakarta,0215818570,bahan-bangunan,"Jual anti karat, menjual anti karat, penjual anti karat, zerust, zerust penghilang karat. Produsen Anti Karat, Produsen VCI Film, VCI paper,  plastik anti karat, kertas anti karat, VCI Diffuser, bubble wrap, Shrink film, anti korosi, vapor capsule, desiccant, silika gel, WD 40, automotive, otomotive, cairan anti karat, pembersih karat, pencegah karat"
PT. CITRA ROYAL BINTANG,"Jl. Garuda No. 80i, Kemayoran, Jakarta Pusat",Jakarta Pusat • DKI Jakarta,081911781323,bahan-bangunan,"CRB Flooring menawarkan jasa pemasangan yang dapat menyesuaikan dengan semua kondisi lapangan konsumen dan harga yang terjangkau. Kami juga menawarkan produk-produk untuk pemasangan seperti self-levelling, lem"
PT. JAYA UTAMA SANTIKAH,"Jl. Daan Mogot KM19 Kebon Besar Batuceper, kota Tanggerng, ",Smart Market Daan Mogot Blok B No. 8  • DKI Jakarta,02155727767/08128998071/087785594649,bahan-bangunan,"PT Jaya Utama Santikah adalah perusahaan Perseroan Terbatas bergerak dibidang Jasa dan Perdagangan Umum. Melayani Jasa Perawatan Taman Jakarta, Jasa Penyedia Cleaning Service, Jasa Cleaning Service Terbaik, Jasa Kurir Antar Barang, Jasa Kebersihan Gedung dan Distributor Alat Cleaning Service di Jakarta."
UD. SURYA,"KANTOR PUSAT (BALI)📍 Jln. Raya Abianbase No. 87 Mengwi, Badung, BaliPHONE / WHATSAPP☎️ 0812-391-2049—",DENPASAR • Bali,08123912049/081338453741,bahan-bangunan,"UD. SURYA adalah Perusahaan yang Bergerak dalam hal Pengadaan Kayu dan Bangunan seperti KAYU ULIN atau BESI, KAYU MERANTI, KAYU KAJIMAS LOKAL, KAYU BAYUR, KAYU BINGKIRAI, Triplek Kruing, Paku, Bendrat, yang terletak pada Daerah Strategis Kota Mangupura, Badung. Kami juga mampu Menjangkau Lokasi Bisnis Anda di Seputar Wilayah Bali dan sekitarnya."
CV. Armoyo Kreasi Mandiri,Jl. Raya Alastua RT 003/004 No. 297-298 Semanan Kalideres,Jakarta Barat • DKI Jakarta,081318113673,bahan-bangunan,"Magnet IndonesiaMagnet Indonesia merupakan solusi Industri untuk aplikasi magnet baik personal aplication ataupun industry applicationSecara umum seperti magnetic trap, magnet hopper, magnet strainner, magnet trap liquid, magnetic trap in line pipesetiap magnet yang kami jual memiliki dokument sertifikasi magnet yang telah diuji oleh gauss meter atau tesla meter"
Karya Utama Steel,Griya Candramas Blok FA-2 Sedati,Sidoarjo • Jawa Timur,081357352455,bahan-bangunan,Kami adalah perusahaan supplier /
PT. BINTANG ENERGY SURABAYA,SURABAYA OFFICE📍 Jln. Laksda M. Natsir No. 1-3 Perak Barat Surabaya📍 Jl. Tanjung Pinang No 15 Perak SurabayaJAKARTA OFFICE📍 Jln. MT. Haryono Kav 62 Jakarta - 12780 (Wisma Korindo 5th Floor)PHONE / WHATSAPP☎️ 0858-5265-1315—,SURABAYA • Jawa Timur,0313529866/0816539132/085852342000/085852651315,bahan-bangunan,"Kami PT Bintang Energy Surabaya memberikan kemudahan bagi Pengguna Material yang benama Paint, Coating, Cat and Chemicals. Kami memberikan solusi dan konsultasi serta terpenuhinya"
UD.BETHANYA,Jalan KH. Hasyim Ashari No. 7,Sidoarjo • Jawa Timur,0318918405/08123591726,bahan-bangunan,"Selamat Datang di bethanyapintupvc.com :)
Kami Produsen dan Distributor Pintu PVC dan Alumunium Listello Dekoratif Panel Dekoratif dan produk - produk home improvement lainnya.
Percayakan kebutuhan produk-produk home improvement anda pada UD. Bethanya, kami akan memberikan solusi terbaik."
PT. SEMERU INTI SUKSES,KANTOR PUSAT (SURABAYA)📍 Jln. Raden Saleh No. 8 SurabayaKANTOR CABANG (SEMARANG)📍 Jln. MT. Haryono 728 SemarangKANTOR CABANG (BANDUNG)📍 Jln. ABC Kompleks Ruko Banceuy Permai | Blok B3 No. 72 Bandung—,SURABAYA • Jawa Timur,0315358158/08179387577/081217922281,bahan-bangunan,"PT. Semeru Inti Sukses didirikan pada tahun 2012, merupakan salah satu perusahaan yang tergabung dalam kelompok usaha dari PT. Semeru Teknik yang telah berdiri sejak tahun 1978, untuk mendukung industri dan project ventilation di Indonesia."
DEWATA gunasejahtera,Jalan. Cengkeh  No. 18,Jakarta Kota •,+62-21-6926220,bahan-bangunan,"DEWATA gunasejahtera, 
 PUSAT PENJUALAN DAN PEMBUATAN SEGALA JENIS TENDA, TENDA PAMERAN, TENDA PROMOSI, TENDA SARNAVIL, TENDA GAZEBO, TENDA BAZAR, TENDA PENGUNGSI, TENDA PLETON, TENDA KOMANDO, TENDA REGU, TENDA KEMAH, TENDA DOM, TENDA PRAMUKA, TENDA, TENDA KAFE, TENDA PROMOSI, TENDA PIRAMID, TENDA GAUL, TENDA GAZEBO, TENDA SARNAVIL."
Sugi Jaya,GG Mandalika V rt 008 rw 006 Tanjung duren selatan Grogol petamburan jakarta barat,Jakarta Barat • DKI Jakarta,087881198543,bahan-bangunan,
"AVODAMITRA INDOTECH, CV","OFFICE 1 / WORKSHOP : Jl. Pranti Semampir RT 10 / RW 04, Samping Perum OASIS Village, Sedati, Sidoarjo 61253OFFICE 2 : Jl. Gunung Anyar Tengah No. 58A, Surabaya 60294 , Telp           ;  081357505788 081331599789Email        ;  avodamitra@yahoo.com",Sidoarjo • Jawa Timur,081357505788/081331599789,bahan-bangunan,"TIMBANGAN DIGITAL / WEIGHING SCALE : Jembatan Timbang, Conveyor Belt scale, Bagging Scale, Batching scale, AMP Scale, Batching plant scale, Floor Scale, Bench Scale, Timbangan hewan, Timbangan sapi, Timbangan emas, hand pallet scale, pocket scale, loadcell, waterproof scale BEST BRAND ; USA , EUROPE, JAPAN, KOREA, CHINA, TAIWAN, INDONESIA"
PT. ARISCO MANDIRI,Taman Sari Raya Komp. Ruko 56 no.91Jakarta Barat,Jakarta Barat • DKI Jakarta,+622162317681/+62216125007,bahan-bangunan,"Arisco menjual spareparts alat-alat berat, jual komponen alat-alat berat seperti unit Komatsu Excavator. Komatsu Bulldozer, 
 Komatsu Motorgrader, Komatsu Dump Truck, Komatsu Wheel Loader, dll...
 kami adalah distributor / stockist untuk pengadaan spare parts spareparts Komatsu seperti unit spareparts excavator, spareparts bulldozer, 
 spareparts motorgrader, spareparts dumptruck, spareparts wheel loader, dan barang yang ditawarkan meliputi sparepart merk asli, sparepart genuine komatsu, 
 sparepart oem komatsu, sparepart non genuine komatsu, sparepart replacement komatsu, 
 untuk tipe unit komatsu meliputi : 
 
 Excavator : 
 PC75UU-2 PC78US-5 PC100-3 PC100-5 PC100-6 PC200-3 PC200-5 PC200-6 ( engine komatsu) PC200-6 ( engine cummins) PC200-7 PC200-8
 PC300-5 PC300-6 PC300-7 PC300-8 PC350-6 PC350-7 PC350-8 PC400-5 PC400-6 PC400-7 PC400-8 PC410
 PC450-7 PC450-8 PC800-7 PC1000 PC1250-7 PC1250-8R
 
 Bulldozer : 
 D31P D31P-18 D31PX-21 D31EX-21 D60E-8 D61EX-12 D61PX-12 D65E-8 D65EX-12 D65PC-12
 D70LE D85ESS-2 D155A-1 D155A-2 D155A-3 D155A-5 D155A-6 D375A-2 D375A-3 D375A-5 D375A-6
 
 Motorgrader : 
 GD200 GD300 GD400 GD405A-1 GD505A-2 GD510R-1 GD511A-1 GD600 GD605 GD625 GD705A-4
 
 Dump Truck : 
 HD200 HD205 HD320 HD325-5 HD325-6 HD325-7R HD465-5 HD465-7 HD465-7R HD605-7 HD785-5 HD785-7 HM350 HM400 HM400-2R
 
 Wheel Loader : 
 WA100 WA120 WA120-3 WA180-1 WA180-3 WA200 WA200-3 WA250 WA250-3 WA300 WA300-3 WA320 WA320-3 WA350-3
 WA380 WA380-3 WA400 WA420-1 WA420-3 WA470-3 WA500-1 WA500-3 WA600-1 WA600-3 WA700 WA800
 
 Merek unit specialist di pengadaan spareparts KOMATSU, untuk unit lainnya seperti jual Spareparts PERKINS, jual Spareparts YANMAR, jual Spareparts CATERPILLAR, jual Spareparts KOBELCO, jual Spareparts VOLVO. Dan untuk FORKLIFT merek KOMATSU, Spareparts TCM, Spareparts TOYOTA, Spareparts PATRIA.
 
 Berikut kategori product list untuk sparepart umum yang dijual. Dan tersedia untuk barang2 GENUINE, OEM atau Replacement Parts.
 
 Tipe Product yang kita jual sbb: 
 
 • ENGINE ( CRANKSHAFT - PISTON - RING PISTON - METAL SET - CON ROD[ STANG PISTON] - dll) 
 • TURBOCHARGER ( GARRET - HOLSET - IHI - SCWITHZER) 
 • MAIN PUMP ASS’ Y
 • FUEL INJECTION PUMP / CONTROL VALVE
 • WATER PUMP
 • GASKET KIT ( OVERHAUL ) 
 • SERVICE KIT ( BOOM - BUCKET - ARM - HOIST ) / SEAL KIT / O-RING KIT
 • OIL / FUEL FILTER / COROSION RESIST / WATER SEPARTOR
 • UNDERCARIGE ( TRACK SHOE - IDLER - ROLLER - TRACK LINK - SPROCKET - TOOTH - dll ) 
 • BEARING ( NTN - NSK - TIMKEN - SKF - dll) 
 • ELECTRIC ( CONTROL PANEL - WIRE HARNESS - SOLENOID - SWITCH - dll) 
 • ALTERNATOR / STARTING MOTOR / MOTOR GAS
 
 Harga yang kami tawarkan sangatlah kompetitor.
 Untuk info lebih lanjut bisa menghubungi kami langsung."
Raja Karpet PABRIK KARPET TIKAR EVAMATIC -TIKAR SPON,jl raya sby-mlg KM 52 Suwayuwo sukorejo pasurua,pasuruan • Jawa Timur,082131904040,bahan-bangunan,"CALL ME 24 HOURS +62 82131 904040 | Kami adalah Produsen Tikar Evamatik, Tikar Foam Dua Sisi dan Distributor  Karpet Bolak balik, Distributor bantal murah di buat dengan tekhnologi terbaik dan mesin terbaru. Kami juga produksi Aneka Kasur dari bahan spon, kapuk dan dacron."
DISTRIBUTOR BESI BAJA,"Jl Kalianak No 55, Surabaya",Surabaya • Jawa Timur,082139490909,bahan-bangunan,DISTRIBUTOR BESI BAJA menjual berbagai BESI & BAJA untuk kebutuhan kontruksi dan industri Anda.Produk - Produk yang kami sediakan seperti :WIREMESH WD & HBEAMBESI BETONPLAT BESIPLAT KAPALSIKU BESI PLAT BORDES BESI UNO
PT. WIKA NIAGA SUKSES,"Office :Jl. Puri Kencana Blok K6 No. 3-OKel. Kembangan Selatan, Kec. KembanganJakarta Barat 11610Gudang : Ruko Pelangi Taman Palem Blok E No. 25Kel. Cengkareng Barat, Kec. CengkarengJakarta BaratNo kantor: 021-52392398",JAKARTA BARAT •,02158351606/081380141111,bahan-bangunan,"Kami adalah importir dan supplier dari produk diamond wheel, polishing wheel, cutting wheel, counter sink, cork pad, softboard, cork roll, tali kevlar dengan kualitas terbaik dan harga sangat bersaing. Bila ada permintaan ataupun kebutuhan untuk produksi kacanya jangan ragu untuk menghubungi kami...Kami akan memberikan harga terbaik. Kami juga akan membantu anda untuk memenuhi kebutuhan perusahaan."
Best Safe Indonesia,"Jl.Pelepah Raya Blok TM 1 No: 16 RT 10 RW 01 Gading Pandawa Kelapa Gading Timur Kelapa Gading Permai Jakarta 14240
",Jakarta Utara • DKI Jakarta,02122455238,bahan-bangunan,"Tentang Kami Kami adalah Perusahaan yang baru berkembang dibidang managemen keselamatan kerja Minyak dan Gas yang berkantor di Jakarta.
Perusahaan kami khusus bergerak dibidang Managemen Pencegahan dan Perlindungan dari Kebakaran, Perkapalan, Alat kesehatan dan Keselamatan Kerja, se"
INDOTECH GROUP (PT. Indotech Trimitra Abadi),"Jl. Raya Wisma Tropodo Y-12, Waru, Sidoarjo",Sidoarjo • Jawa Timur,0318667326/0318690607/081234588903,bahan-bangunan,AUTHORIZED DISTRIBUTOR CUTTING TOOLS AND MACHINERY INDONESIA
PT. UNGGUL DAYA PRATAMA,Jl. Rasamala Raya Blok L10 No 14Perumahan Telaga PesonaTelaga Murni - Cikarang BaratBekasi,Bekasi • Jawa Barat,622129282472,bahan-bangunan,"Perusahaan yang bergerak dibidang Instrumentasi,Engineering,dan Service Solutions."
PT. RAMA EMERALD MULTI SUKSES,"KANTOR PUSAT (GRESIK)📍 Jln. Raya Tenaru, Dusun Wates, Cangkir, Kec. Driyorejo, Kabupaten GresikPHONE / WHATSAPP☎️ (031) 7507406 / 0822-2921-2289—",GRESIK • Jawa Timur,0317507406/082229212289,bahan-bangunan,"PT. RAMA EMERALD MULTI SUKSES it starts from a drugstore in 1968 by Mr. Louis J. Hartono S. Kawilarang and the late Mr. Harsono S. Kawilarang located at Jalan Jagalan no.122-A, Surabaya named ""Apotik Umum"". In 1969, the second drugstore named """
"SINAR SURYA TIMUR, SURABAYA ( Woven Bag and Printing Industry)"," Jl. Karet No. 75 Kav.2 Bongkaran,-cantikan ( samping Depot HONGKONG)",Surabaya • Jawa Timur,081395727778,bahan-bangunan,"KAMI DARI SINAR SURYA TIMUR ( 081395727778)   ,MENYEDIAKAN KEBUTUHAN  KARUNG , WARING SAYUR , PARANET , TERPAL , WARING HITAM , SELANG DRIP , PE MULSA, KARUNG BERAS"
Abadi Jaya,"Muara Karang L 9 Timur No 20, Jakarta Utara 14450",Jakarta Utara • DKI Jakarta,08128354388,bahan-bangunan,"ABADI JAYA menjual pompa air marine (marine hardware water pump kuningan), paku kapal ulir, sambungan pipa fitting stainless dan kuningan, selang kawat, klem hose, dan pancing cumi murah. Semua produk original dengan barcode & tanggal produksi. Contact Us : 08128354388 (SMS / WA)"
PT.Inaflor Multi Internasional,"Surabaya OfficeBumi Mandiri Tower 2 Lt. 12Panglima Sudirman 66-68Surabaya, East JavaJakarta OfficeThe City Tower Level 2 Unit 1NMH. Thamrin No. 81Jakarta Pusat 10310, DKIWarehouseLetjen Sutoyo 110-112Sidoarjo, East Java",Sidoarjo • Jawa Timur,03199842822,bahan-bangunan,"Kami PT.INAFLOR MULTI INTERNASIONAL merupakan perusahaan yg bergerak dalam bidang kontraktor atau aplikator epoxy maupun Pu concrete dan berbagai kebutuhan flooring industry maupun home.
 
Polyurethane Floor (PU) sifatnya Monolithic dimana lapisanny"
PT SOLUSI JAYA,"Jenderal Pol R.s. Soekanto no.34 Rt.5 Rw.10 RT.5, RT.5/RW.10, Pd. Kopi, Kec. Duren Sawit, Kota Jakarta TimurDaerah Khusus Ibukota Jakarta 13460",Jakarta Timur • DKI Jakarta,+622186612083,bahan-bangunan,"PT SOLUSI JAYA is a company that's offers a solutions in pumps, generator and cleaning machines such as hawk pump, pratissoli pump, pressure pro, high pressure pump, air compresor, wa"
PT. TRIKOMINDO KHARIS UTAMA ( Trikom Kharisma),Ruko Permata Ancol Blok G16. Jl. RE Martadinata. Kel. Pademangan Barat. Kec. Pademangan.,Jakarta Utara •,02122644744/02122643653,bahan-bangunan,"PT. Trikomindo Kharis Utama ( Trikom Kharisma) adalah perusahaan yang bergerak di bidang Teknologi Informasi / Information Technology ( IT) dan berperan sebagai System Integrator, Network Solution, Distributor, Master Dealer, Dealer, Reseller dan Authorized partner dari produk-produk seperti CCTV, IP Camera, Rack Server, Server/ Desktop/ Notebook, Network Peripheral, Fingerprint, Access Control, PABX, UPS, Software Original, Gadget, Computer Peripheral, Accessoris, etc dengan merek-merek terkemuka seperti PANDUIT, NETVIEL, ROSSENBERGER, AMP, BELDEN, 3COM, DRAKA CABLE, AVTECH, VIVOTEK, INFINITY, TRENDNET, EDIMAX, PROLINK, DLINK, TP-LINK, EPSON, CANON, SAMSUNG, PANASONIC, MAGIC PLUS, ICON, ACER, SONY, HP, DELL, FUJITSU, IBM, LENOVO, CYBEROAM, KASPERSKY ANTIVIRUS AND INTERNET SECURITY, MICROSOFT, MCAFEE, SYMANTEC, AVAST ANTI VIRUS, NIRAX, FORTUNA RACK, ABBA RACK, 3COM, ALLIED TELESIS, CISCO, WATCH GUARD, APC, ICA, POWER TREE, DLL.
 
 Selain menyediakan dan mendistribusikan produk-produk di atas, kami juga menyediakan jasa instalasi, service, maintenance contract serta IT Outsourcing.
 
 Tag: 
 distributor CCTV, distributor IP Camera, distributor Rack Server, distributor Server/ Desktop/ Notebook, distributor Network Peripheral, distributor Fingerprint, distributor Access Control, distributor PABX, distributor UPS APC, distributor UPS ICA, distributor UPS Liebert, distributor Software Original, distributor Gadget, distributor Computer Peripheral, distributor Accessoris, distributor printer, distributor monitor, distributor cable, distributor UTP cable, distributor fiber optic"
